Name,Rating,Description,Prep Time,Cook Time,Total Time,Servings,Ingredients,Image URL,prep_mins,cook_mins,total_mins,wait_mins,Category Code,Category Name,Category Description,llm_cuisine
Lasagna-Stuffed Manicotti Shells,,"Manicotti shells are stuffed with Italian sausage, beef, and cheese and then breaded and fried to perfect bite-sized snacks! These little fried lasagna bites are cheesy balls infused with all the earthy flavors of fresh rosemary, thyme, and, of course, lots of basil!",1 hr,45 mins,1 hr 45 mins,8,"14 manicotti shells, or more as desired | 1 tablespoon vegetable oil | ½ pound sweet Italian sausage | ½ pound ground beef | 1 white onion | ½ cup basil leaves | 2 sprigs rosemary | 2 tablespoons thyme | 1 tablespoon Italian seasoning | 1 tablespoon ground black pepper | 2 (8 ounce) cans tomato sauce, divided | ¼ cup chopped onion | 1 teaspoon chopped rosemary, or to taste | 1 pinch thyme, or to taste | 1 bunch chopped fresh basil | 1 tablespoon red pepper flakes | 1 pound shredded mozzarella cheese | 4 cups cottage cheese, strained | 2 quarts vegetable oil for frying | 2 cups all-purpose flour | 2 cups plain bread crumbs | 3 eggs, beaten",https://www.allrecipes.com/thmb/hD1ZZy60c6ckG41Y0ghG8WwRBk8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5813815-0bc26f57261f462a935dfd0d59a1570c.jpg,60.0,45.0,105.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Italian
Summer Fresh Strawberry Pie,4.8,"A spin on a favorite from Strawn's Eat Shop in Shreveport, Louisiana - best fresh fruit pies ever! Plan to share this strawberry pie - it's best within about 24 hours of making it - or put on your stretchy pants and eat the whole thing yourself. You may or may not be sorry.",15 mins,10 mins,1 hr 40 mins,8,"¾ cup white sugar | 3 tablespoons cornstarch | 1 pinch salt | 1 cup water, divided | 3 tablespoons lemon juice | ½ teaspoon almond extract | 3 drops red food coloring, or as desired (Optional) | 3 cups fresh strawberries, sliced | 1 (9 inch) baked pie crust | 8 ounces heavy whipping cream | 3 tablespoons confectioners' sugar, or to taste",https://www.allrecipes.com/thmb/SRK69XbmzNvPNQ5h-lBlTL2g56w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6759102-310577c59b6c4062a756732ef1ae01dc.jpg,15.0,10.0,100.0,75.0,E,Long Wait,Wait time > 30 min,American
Urban Legend Chocolate Chip Cookies,4.6,"You may have heard this story...a woman asks to buy a cookie recipe and is told it will cost 'two-fifty.' She thinks this means $2.50, but then she gets her credit card bill back and finds out it is $250.00. Outraged, she spreads the recipe far and wide to try and get her money's worth. I first heard this story 6 years ago and was given a recipe on a sheet of paper which bore the date '1986.' The supposed originator of the recipe was a well-known cookie company. I have since heard this tale again several times, with the recipe originating from different upscale department stores. True story? Who knows, but it's a darn good cookie. Here's my version.",15 mins,8 mins,23 mins,60,"1 cup butter, softened | 1 cup white sugar | 1 cup packed brown sugar | 2 eggs | 1 teaspoon vanilla extract | 2 cups all-purpose flour | 2 ½ cups rolled oats | ½ teaspoon salt | 1 teaspoon baking powder | 1 teaspoon baking soda | 2 cups semisweet chocolate chips | 4 ounces milk chocolate, grated | 1 ½ cups chopped walnuts",https://www.allrecipes.com/thmb/xoD-9NKR6H3Yt3xV96tyP1pd398=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/271983-urban-legend-chocolate-chip-cookies-eatcookdream-4x3-1-8692ce051d76444bbb8dc3e0ef838a02.jpg,15.0,8.0,23.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
Slow Cooker Mexican Beef Stew,4.6,"This Mexican beef stew is made in the slow cooker for an easy-to-prep, hearty, south-of-the-border stew.",15 mins,7 hrs 15 mins,7 hrs 30 mins,6,"1 Reynolds® Slow Cooker Liner | 1 pound beef stew meat, cut into 1-inch pieces | 2 tablespoons all-purpose flour | 1 tablespoon canola oil | 1 (15 ounce) can black beans, rinsed and drained | 2 medium carrots, peeled and chopped | 1 medium onion, chopped | 2 cloves garlic, minced | 1 (14.5 ounce) can diced tomatoes, undrained | 1 (14.5 ounce) can reduced-sodium beef broth | 1 ½ teaspoons chili powder | 1 teaspoon ground cumin | ½ teaspoon salt | ¼ teaspoon ground black pepper | 1 cup frozen whole kernel corn | ¼ cup Chopped avocado, cilantro, and/or crushed red pepper (Optional)",,15.0,435.0,450.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Mexican
Mom's Irish Soda Bread,4.6,"Authentic Irish soda bread does not contain raisins, but I like mine with raisins so I include them. This is a very easy and delicious Irish soda bread recipe.",20 mins,55 mins,1 hr 15 mins,12,"1 cup buttermilk, divided | ½ cup butter, melted - divided | 1 ½ cups golden raisins | 4 cups all-purpose flour | ¼ cup white sugar | 1 tablespoon baking powder | 1 teaspoon baking soda | ½ teaspoon salt | 1 egg",https://www.allrecipes.com/thmb/FMNIT0IC0YOGnR0jIVsQwT2a93o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/807108-8524d140920c42bfb33cbf7b7fcec943.jpg,20.0,55.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Other
Slow Cooker Pot Roast with Malbec (Red Wine),4.6,"I love the convenience of the slow cooker but I do not care for the sodium content by using cream of mushroom soup, etc. Sadly many of today's recipes call for the can of soup. I have tried many recipes over the years and adjusted them and this is the result. Please do use the wine, most of the alcohol dissipates with the cooking.",10 mins,5 hrs 10 mins,5 hrs 20 mins,6,"2 tablespoons Montreal steak seasoning | 1 tablespoon salt | 1 tablespoon dried thyme | 1 tablespoon dried rosemary | 1 (2 1/2 pound) beef roast, or more to taste | 1 (1 ounce) packet dry au jus mix | 1 (1 ounce) package French onion soup mix | 1 cup water | 1 cup Malbec red wine",https://www.allrecipes.com/thmb/zpNEK4CZkrKzGzE1TC5-ZFdlFFY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2553503-f091a4ffbf6a4012aa96f7078b09971d.jpg,10.0,310.0,320.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Nana's Mashed Turnip,4.5,"This was my grandmother's famous dish that my whole family just loved. She never wrote it down for me, so after she passed away I recreated it perfectly. This one's for you, Bubby!",10 mins,50 mins,1 hr,6,"1 large turnip, peeled and cubed | 3 white potatoes, peeled and cubed | ¼ cup milk | 3 tablespoons unsalted butter | 1 teaspoon white sugar | ¾ teaspoon salt | ¼ teaspoon pepper",https://www.allrecipes.com/thmb/YwyAsw5q-Z5TCf0YjEbnS7RrGSU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/187868-eec68a491c984ec5b9860c1803379051.jpg,10.0,50.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
French Onion Soup IX,4.5,"Thickly sliced onions are slowly cooked in butter, then combined with beef broth and Romano cheese before being ladled into bowls, and topped with toast and cheese.",15 mins,20 mins,35 mins,8,"2 tablespoons butter | 2 pounds yellow onions, halved and sliced 1/2 inch thick | 4 (14 ounce) cans beef broth | 1 (10.5 ounce) can beef consomme | ¼ cup grated Romano cheese | salt and pepper to taste | 8 slices French bread, toasted | ½ cup shredded Gruyere cheese",https://www.allrecipes.com/thmb/q4tYd9ui51z4Ztl-TRRX-2WpqIQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7880890-f63fb9a1955a4b6983d0caa8276200f8.jpg,15.0,20.0,35.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Other
Mojo Shrimp,4.9,"These Cuban-inspired shrimp get their zesty flavor from the garlic-citrus marinade. I serve them with white rice, a green salad, crusty bread, and the mojo sauce on the side for dipping.",30 mins,15 mins,1 hr 45 mins,4,"¼ cup extra-virgin olive oil | 3 medium limes, zested and juiced | 1 medium orange, zested and juiced | 6 cloves garlic, finely chopped | 1 teaspoon dried oregano | ½ teaspoon salt | ½ teaspoon ground black pepper | ¼ teaspoon ground cumin | 1 pound large shrimp, peeled, deveined, and butterflied | 2 tablespoons extra-virgin olive oil",https://www.allrecipes.com/thmb/7Gqxi6X146bVD-ybbG75PlpGs-0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8498900_Mojo-Shrimp-4x3-aa6850bafbe140aa9d5292377ab4acea.jpg,30.0,15.0,105.0,60.0,E,Long Wait,Wait time > 30 min,Other
Soft Caramel Corn,4.7,"Try this popcorn recipe for soft caramel corn that will disappear before your eyes! Serve it during the holiday season or at parties, or bag some up to give as gifts. This easy recipe won't let you down, I promise!",5 mins,15 mins,30 mins,40,"3 (3.5 ounce) packages microwave popcorn, popped | 2 ¼ cups packed brown sugar | 1 cup corn syrup | 1 cup butter | 1 (5 ounce) can sweetened condensed milk",https://www.allrecipes.com/thmb/ddzMpW1lAjeuBZcwM2mPCmUu-UA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3204591-soft-caramel-corn-Kim-Paxton-Phillips-4x3-1-642f9403cc804a1f866f02a674b8e3ae.jpg,5.0,15.0,30.0,10.0,D,Short Wait,Wait time 1-30 min,American
Easy Greek Salad,4.7,"This Greek cucumber salad with red onion, tomatoes, and feta cheese is a wonderful summer salad.",15 mins,,15 mins,6,"3 large ripe tomatoes, chopped | 2 medium cucumbers, peeled and chopped | 1 small red onion, chopped | ¼ cup olive oil | 4 teaspoons lemon juice | 1 ½ teaspoons dried oregano | salt and pepper to taste | 1 cup crumbled feta cheese | 6 black Greek olives, pitted and sliced",,15.0,,15.0,0.0,,,,Other
Baked Meaty Beans,4.7,"I made these baked meaty beans for my nephew's barbecue cookout. I received praise from everyone, even my mother. She always claims that I add too much to my cooking. I showed her.",20 mins,1 hr 20 mins,1 hr 50 mins,20,"1 pound thick cut bacon | 1 pound lean ground beef | ½ pound sage pork sausage | 1 clove garlic, crushed | 1 large onion, cut into 1/2-inch pieces | 1 cup dark brown sugar | 1 cup real maple syrup | 1 cup ketchup | ¼ cup prepared yellow mustard | ½ cup chipotle sauce | 1 (16 ounce) can baked beans | 1 (16 ounce) can kidney beans | 1 (16 ounce) can black beans | 1 (16 ounce) can pinto beans | 1 (16 ounce) can great Northern beans | 1 (16 ounce) can cannellini beans | 1 tablespoon chili powder | salt to taste",https://www.allrecipes.com/thmb/amOsJDN7ItL6gjt2OG2KtAU4gW4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6992786-9a09f83c858747cfa71c3e269e595754.jpg,20.0,80.0,110.0,10.0,D,Short Wait,Wait time 1-30 min,American
Chocolate-Candy Corn Pretzel Bites,4.6,"This 3-ingredient recipe has been one of my favorite fall treats for years — the hardest past is just unwrapping the hugs! These salty-sweet bites look cute and creative with very little effort, plus the combination of chewy and crunchy textures makes them absolutely irresistible. This is the only way I'll eat candy corn!",10 mins,5 mins,45 mins,10,1 (15 ounce) package pretzel snaps (square waffle-shaped pretzels) | 1 (10 ounce) bag chocolate candies (such as Hershey®'s Hugs®) | 1 (14 ounce) package candy corn,,10.0,5.0,45.0,30.0,D,Short Wait,Wait time 1-30 min,American
Grilled Portobello Mushrooms,4.7,These grilled portobello mushrooms marinated in balsamic vinegar with garlic and onion are my favorite thing to cook when it's grilling season. Delicious hot off the grill for a flavorsome side dish or served in a bun!,10 mins,10 mins,1 hr 20 mins,3,"3 large portobello mushrooms | ¼ cup canola oil | ¼ cup balsamic vinegar, or to taste | 3 tablespoons chopped onion | 4 cloves garlic, minced",,10.0,10.0,80.0,60.0,E,Long Wait,Wait time > 30 min,American
Chewiest Brownies,4.1,This recipe makes the best chewy brownies. They're rich and chocolaty — not cakey at all!,15 mins,30 mins,45 mins,24,2 cups white sugar | 1 cup unsweetened cocoa powder | 1 cup all-purpose flour | ½ cup melted butter | 2 eggs | 2 teaspoons vanilla extract | ¼ teaspoon salt | ⅓ cup confectioners' sugar for decoration,https://www.allrecipes.com/thmb/OP6HSPtEiHnwFyi76iuzlApCGb8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Chewiest-Brownies-Marie-Kennison-4x3-1-2000-71c267732350436ca596ebc80a3d3e14.jpg,15.0,30.0,45.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Real NY Jewish Rye Bread,4.8,"This rye bread is so delicious you'll want to make extra to share with your family, friends, and neighbors! Having lived in Northwest Connecticut for over 35 years, in close proximity to NYC with its great Jewish delis, baking some of the finest rye bread going, I snagged this recipe from a friend. Hope you like it!",20 mins,35 mins,3 hrs 25 mins,14,2 cups unbleached bread flour (such as King Arthur®) | 1 cup dark rye flour | 3 tablespoons dry potato flakes | 2 tablespoons caraway seeds | 1 ½ tablespoons demerara sugar | 2 ½ teaspoons instant yeast | 1 ½ teaspoons sea salt | 1 cup warm water | ¼ cup canola oil | ¼ cup sour pickle juice,https://www.allrecipes.com/thmb/rBWqpkXxRDJ7tPaHbTZu1og6jR8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7856765-real-ny-jewish-rye-bread-Patti-4x3-1-ea84b22dc1bc4ef59e89694dddcdcc99.jpg,20.0,35.0,205.0,150.0,E,Long Wait,Wait time > 30 min,American
Easy Quinoa and Edamame Salad,4.8,"This quinoa and edamame salad is a superfood dream! Packed full of flavor and nutrients, you will want to make this time and time again! This salad can be made as a main dish, side dish, potluck, or meal prep — it's pretty much a perfect salad. I've been guilty of making this last minute and serving it immediately without chilling. It is still amazing.",30 mins,,1 hr 30 mins,5,"¼ cup olive oil | ¼ cup rice wine vinegar | 1 tablespoon maple syrup | 1 tablespoon toasted sesame oil | 1 ½ teaspoons liquid aminos (such as Bragg) | 1 teaspoon freshly squeezed lemon juice | 1 clove garlic, minced | ¼ teaspoon red pepper flakes | salt and ground black pepper to taste | 1 ½ cups cooked quinoa | 1 cup shelled edamame | ½ cup chopped red bell pepper | ½ cup chopped Persian cucumber | ½ cup shredded carrot | ½ cup sliced green onion | ½ cup dried cranberries | ¼ cup slivered almonds",https://www.allrecipes.com/thmb/yHe_Ao8vr5twQ3L4EsxtZSF51W8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7397974-184da312de504deca831da05c92a25c9.jpg,30.0,,90.0,60.0,,,,American
Tuna Antipasto Salad Bowl,4.7,"When the weather gets hot, we make a big salad for supper several times a week. This part antipasto, part tuna pasta salad, is my husband's favorite. With some crusty bread, it is a meal all in itself. It is easily adaptable to your family's preferences. I sometimes add other kinds of marinated vegetables and/or strips of mozzarella cheese or provolone cheese.",15 mins,,2 hrs 15 mins,8,"8 cups salad greens, washed and torn into bite-size pieces | 1 (15 ounce) can garbanzo beans, drained and rinsed | 1 (15 ounce) can whole pitted black olives, drained | 1 (14 ounce) jar marinated artichoke hearts, drained and quartered | 2 (5 ounce) cans tuna, drained | 8 ounces cooked and chilled shell pasta | 1 cucumber, thinly sliced | 1 cup chopped tomato | 1 ½ cups Italian-style salad dressing, or to taste",https://www.allrecipes.com/thmb/2Jk1lRAdsewt2EGHCuyk02BsfTI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3519101-06410ce2c7d342dc89ff5c663f8f35da.jpg,15.0,,135.0,120.0,,,,Italian
Chef John's Classic Strawberry Shortcake,4.9,"For this strawberry shortcake recipe, I modified the way my grandfather made his and used self-rising flour and toasted butter for a nutty flavor. I'm hoping Armand Cianfoni would approve.",15 mins,15 mins,1 hr 30 mins,8,"¼ cup unsalted butter | 2 cups self-rising flour | ¼ cup white sugar, plus more for topping | ½ cup milk | ¼ cup heavy whipping cream, plus more for brushing | 4 pints fresh strawberries, hulled and quartered | ½ cup white sugar | ¾ cup heavy whipping cream | 1 tablespoon white sugar | 3 drops vanilla extract",,15.0,15.0,90.0,60.0,E,Long Wait,Wait time > 30 min,American
Simple Coleslaw Dressing,4.8,This recipe for coleslaw dressing is really simple to make. It covers about 6 to 8 cups shredded cabbage.,5 mins,,1 hr 5 mins,6,1 cup mayonnaise | ⅓ cup white sugar | ¼ cup ranch dressing | ¼ cup cider vinegar | ¼ teaspoon celery seed | ½ teaspoon Creole seasoning | ¼ teaspoon ground black pepper | salt to taste,https://www.allrecipes.com/thmb/E2LJfMrjlDznp-aGayawHtvl0_4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1979623-simple-coleslaw-dressing-Magnolia-Blossom-4x3-1-eb5fa0b8bd0647f9930805ef10340692.jpg,5.0,,65.0,60.0,,,,American
Cajun Baked French Fries,4.6,"Amazing flavor and healthy too! Friends and family always rave about them, and they're even a hit with my 2 and 3 year old.",15 mins,45 mins,1 hr,6,"¼ cup olive oil | 1 teaspoon garlic powder | 1 teaspoon onion powder | 1 teaspoon chili powder | 1 teaspoon Cajun seasoning | 1 teaspoon sea salt | 6 large baking potatoes, sliced into thin wedges",https://www.allrecipes.com/thmb/KKqgb-dyWGXcQe7M1aMAzMPNoaQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3445572-a3599ce9e61246c6b84267f70980a56f.jpg,15.0,45.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Absolute Mexican Cornbread,4.6,"This Mexican cornbread has got to be the tastiest and the most moist cornbread I have ever made. It is the most requested thing I cook, so I am sharing it. Don't let the ingredients fool you. It's unbelievable.",15 mins,1 hr,1 hr 15 mins,12,"1 cup butter, melted | 1 cup white sugar | 4 eggs | 1 (15 ounce) can cream-style corn | ½ (4 ounce) can chopped green chile peppers, drained | ½ cup shredded Monterey Jack cheese | ½ cup shredded Cheddar cheese | 1 cup all-purpose flour | 1 cup yellow cornmeal | 4 teaspoons baking powder | ¼ teaspoon salt",,15.0,60.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
World's Best Honey Garlic Pork Chops,4.5,"A quick and simple grilled pork chop that everyone will love featuring a simple and easy glaze made with ketchup, honey, soy sauce, and garlic.",10 mins,20 mins,30 mins,6,"½ cup ketchup | 2 ⅔ tablespoons honey | 2 tablespoons low-sodium soy sauce | 2 cloves garlic, crushed | 6 (4 ounce) (1-inch thick) pork chops",,10.0,20.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
"Carrot, Apple, and Zucchini Muffins",4.5,"I'm learning to eat a more healthy diet. I couldn't find a recipe for all the ingredients that I wanted in my muffins, so I made up my own. They're yummy and they have so many healthy ingredients! This recipe makes 24 muffins or 12 mini-loaves.",30 mins,20 mins,50 mins,24,"cooking spray | 1 cup shredded unpeeled zucchini | 1 cup shredded carrots | 1 large apple, cored and shredded | 1 cup nonfat plain yogurt | 1 cup sucralose and brown sugar blend (such as Splenda® brown sugar blend) | 2 eggs | ½ cup unsweetened applesauce | ½ cup skim milk | 2 tablespoons canola oil | 1 lemon, zest only | 1 orange, zest only | 2 cups all-purpose flour | 1 ½ cups whole wheat flour | 1 tablespoon baking powder | 1 teaspoon baking soda | 1 teaspoon salt | 1 teaspoon ground cinnamon | ½ teaspoon ground nutmeg | ½ teaspoon ground allspice | ½ cup chopped walnuts",https://www.allrecipes.com/thmb/g1yWJoPVBCbzOL4OYbhvACDd-zI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1264239-fba999f43f114af085214f0811c5c080.jpg,30.0,20.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Easy and Simple Korean BBQ Ribs,4.8,"This is a family recipe that's not only simple, but tastes great! Only needs some steamed rice to complete the meal.",15 mins,15 mins,2 hrs 30 mins,4,"1 cup soy sauce | 1 cup white sugar | 1 teaspoon ground black pepper | 5 cloves garlic, chopped | 3 green onions, chopped | 2 tablespoons Asian (toasted) sesame oil | 1 teaspoon sesame seeds | 2 pounds Korean-style short ribs (beef chuck flanken, cut 1/3 to 1/2 inch thick across bones)",https://www.allrecipes.com/thmb/UiEN3sjuZxjPC4GjrWyU-Mcdy8A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8056822-4cad1efefe2846c98d8882055252b419.jpg,15.0,15.0,150.0,120.0,E,Long Wait,Wait time > 30 min,Other
Air-Fried Peruvian Chicken Drumsticks with Green Crema,4.5,"These air-fried Peruvian-style chicken drumsticks are served with a green crema made with spinach, lime, cilantro, and some jalapeño to kick the heat up a notch.",15 mins,15 mins,30 mins,6,"olive oil for brushing | 1 tablespoon honey | 1 tablespoon olive oil | 2 cloves garlic, grated | 1 teaspoon salt | 1 teaspoon ground cumin | ½ teaspoon smoked paprika | ½ teaspoon dried oregano | ¼ teaspoon ground black pepper | 6 (4 ounce) chicken drumsticks | 1 cup baby spinach leaves, stems removed | ¾ cup sour cream | ¼ cup cilantro leaves | ½ jalapeno pepper, seeded | 2 tablespoons fresh lime juice | 1 clove garlic, smashed | ¼ teaspoon salt | ¼ teaspoon ground black pepper",https://www.allrecipes.com/thmb/Aoe6LCE_NXlE2MIHux2Z3x4Miro=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7617271-8293fa784de4459c9cfd9bb500fd271a.jpg,15.0,15.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Other
Easy Peach Cobbler with Canned Peaches,4.6,This peach cobbler with canned peaches is easy to make and simply delicious. Serve with vanilla ice cream or whipped topping and drizzle with caramel topping.,10 mins,45 mins,55 mins,16,"2 (29 ounce) cans sliced peaches in juice | 2 cups all-purpose flour | 1 cup sugar | ¾ cup unsalted butter, softened | 1 cup chopped pecans",https://www.allrecipes.com/thmb/o8WnQmXf4KrlYSHgIswESAwwTAo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/285159-easy-peach-cobbler-with-canned-peaches-lutzflcat-4x3-1-536750f5ec484695b7e7606c9ada894b.jpg,10.0,45.0,55.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Slow Cooker Baby Back Ribs,4.8,"These slow cooker ribs are the best — they turn out perfect every time! They cook in a crockpot until tender, then are covered with barbeque sauce and finished in the oven for fall-apart ribs. Perfect for during the week as the slow cooker does most of the work!",10 mins,4 hrs 15 mins,4 hrs 25 mins,6,"3 pounds baby back ribs, trimmed | salt and ground black pepper, to taste | ½ cup water | ½ onion, sliced | 1 clove garlic, minced | 1 (18 ounce) bottle barbeque sauce",,10.0,255.0,265.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Mexican Egg Rolls,4.4,"These birria egg rolls are easy and delicious! Use them as an appetizer or a main dish. As an appetizer, serve with salsa. As a main dish, serve on a bed of lettuce with all the taco fixings you love.",15 mins,15 mins,30 mins,14,"1 (14 ounce) package egg roll wrappers | 1 pound lean ground beef | 1 (1.25 ounce) package taco seasoning mix | 1 (4 ounce) can diced green chilies, drained | 2 cups shredded pepper Jack cheese | 4 cups oil for frying, or as needed",https://www.allrecipes.com/thmb/fU7Y4Puz84jqrUTJokEG2HzTm58=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8133596-54ae9b6491584cab93c48b7379c3ce21.jpg,15.0,15.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Mexican
Restaurant-Style Chicken Nachos,4.6,"These chicken nachos are easy to prepare, delicious, and sure to be a big hit! Hearty enough for a meal. The key flavors are in the chicken topping which also makes a great filling for tacos and quesadillas. I recommend serving with sour cream and guacamole but you can be as creative as you like!",15 mins,15 mins,30 mins,6,"3 tablespoons canola oil | 6 green onions, sliced, white parts and tops separated | 2 cloves garlic, crushed | 1 shredded, cooked, whole chicken breast | salt and pepper to taste | 1 cup salsa | ½ (12 ounce) package tortilla chips | 1 (8 ounce) package shredded Cheddar/Monterey Jack cheese blend | ½ large tomato, diced",https://www.allrecipes.com/thmb/iMna9iDYAPle85vbGvZcGe-0_yQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/26924-restuarant-style-nachos-dmfs-4x3-1356-1525-0feb4e8024d74fd6ac3c1cbd15442c1d.jpg,15.0,15.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Mexican
Chicken Tetrazzini,4.5,This yummy chicken Tetrazzini dish can also be made with chopped ham or turkey (a great use for Thanksgiving leftovers)!,15 mins,1 hr,1 hr 15 mins,6,"1 (8 ounce) package spaghetti | 1 ½ teaspoons margarine | ¼ cup chopped onion | 3 cups chopped cooked chicken | 1 (12 fluid ounce) can evaporated milk | 1 (10.5 ounce) can cream of chicken soup | 8 ounces shredded Cheddar cheese, divided | ½ teaspoon celery salt | ¼ teaspoon salt | ¼ teaspoon ground black pepper",https://www.allrecipes.com/thmb/33c0FqwX2FH2kD-dsLwY-hLAJV0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7930910-c655b590d321415694833679b16d1343.jpg,15.0,60.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Pecan Pumpkin Pie,4.6,This delicious pecan pumpkin pie is a combination of the best pies — pecan and pumpkin!,15 mins,50 mins,1 hr 5 mins,8,"2 large eggs | ½ cup white sugar | ½ cup packed brown sugar | 1 tablespoon all-purpose flour | 1 teaspoon ground cinnamon | ¼ teaspoon ground nutmeg | ¼ teaspoon ground ginger | ½ teaspoon salt | 2 cups solid pack pumpkin puree | 1 (14 ounce) can sweetened condensed milk | 1 pie crust pie crust | 2 tablespoons butter, softened | 1 tablespoon orange zest | ¼ cup packed brown sugar | ¾ cup pecan halves",https://www.allrecipes.com/thmb/RWBq2EA1x7OvD-puMZG1fSsFlX4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1864853-43e40caa445f4887b42123aa99d0a6aa.jpg,15.0,50.0,65.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Authentic Mexican Tortillas,3.8,This authentic flour tortilla recipe is well worth a try. I learned how to make these growing up watching my mother Alma.,30 mins,25 mins,1 hr 55 mins,12,3 cups all-purpose flour | 2 teaspoons baking powder | 2 teaspoons salt | ¾ cup shortening or lard | ¾ cup hot water,,30.0,25.0,115.0,60.0,E,Long Wait,Wait time > 30 min,Mexican
Vegan Mushroom and Kale Soup,5.0,Creamy-like vegan mushroom and kale soup recipe makes a great main dish.,20 mins,30 mins,50 mins,4,"1 tablespoon olive oil, or more to taste | 2 russet potatoes, diced | 2 carrots, diced, or more to taste | 3 stalks celery, diced | 1 onion, diced | 1 ½ (32 fluid ounce) containers vegetable broth | 2 (8 ounce) packages sliced mushrooms, divided | 2 teaspoons salt | 2 teaspoons herbes de Provence | 1 teaspoon ground black pepper | 1 bay leaf | 2 cups chopped kale",https://www.allrecipes.com/thmb/J-htgTxmL9Ke_WN7lINBILtZGSU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4597269-acd6e7a0326640fa8d2d1f05ed250b1d.jpg,20.0,30.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Italian Confetti Pasta Salad,4.4,"This tri-colored rotini pasta salad recipe with mayonnaise is so easy to make and is always a hit! It is great for backyard barbecues. For best results, chill overnight.",10 mins,10 mins,3 hrs 20 mins,6,"2 cups tri- colored rotini pasta | 1 cup mayonnaise | 1 tablespoon red wine vinegar | 1 clove garlic, minced | 1 teaspoon salt | ¼ teaspoon ground black pepper | 1 ½ tablespoons chopped fresh basil | 1 cup chopped tomatoes | ½ cup chopped yellow bell pepper | ½ cup sliced black olives",https://www.allrecipes.com/thmb/1aOaumway2Boej3aOE_yxEcUffE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/668704-8cbccf09de904fab8b5d95b7ef0b7a50.jpg,10.0,10.0,200.0,180.0,E,Long Wait,Wait time > 30 min,American
